FIPS,State,County,DIRSALES_FARMS07,DIRSALES_FARMS12,PCH_DIRSALES_FARMS_07_12,PCT_LOCLFARM07,PCT_LOCLFARM12,PCT_LOCLSALE07,PCT_LOCLSALE12,DIRSALES07,DIRSALES12,PCH_DIRSALES_07_12,PC_DIRSALES07,PC_DIRSALES12,PCH_PC_DIRSALES_07_12,FMRKT13,FMRKT18,PCH_FMRKT_13_18,FMRKTPTH13,FMRKTPTH18,PCH_FMRKTPTH_13_18,FMRKT_SNAP18,PCT_FMRKT_SNAP18,FMRKT_WIC18,PCT_FMRKT_WIC18,FMRKT_WICCASH18,PCT_FMRKT_WICCASH18,FMRKT_SFMNP18,PCT_FMRKT_SFMNP18,FMRKT_CREDIT18,PCT_FMRKT_CREDIT18,FMRKT_FRVEG18,PCT_FMRKT_FRVEG18,FMRKT_ANMLPROD18,PCT_FMRKT_ANMLPROD18,FMRKT_BAKED18,PCT_FMRKT_BAKED18,FMRKT_OTHERFOOD18,PCT_FMRKT_OTHERFOOD18,VEG_FARMS07,VEG_FARMS12,PCH_VEG_FARMS_07_12,VEG_ACRES07,VEG_ACRES12,PCH_VEG_ACRES_07_12,VEG_ACRESPTH07,VEG_ACRESPTH12,PCH_VEG_ACRESPTH_07_12,FRESHVEG_FARMS07,FRESHVEG_FARMS12,PCH_FRESHVEG_FARMS_07_12,FRESHVEG_ACRES07,FRESHVEG_ACRES12,PCH_FRESHVEG_ACRES_07_12,FRESHVEG_ACRESPTH07,FRESHVEG_ACRESPTH12,PCH_FRESHVEG_ACRESPTH_07_12,ORCHARD_FARMS07,ORCHARD_FARMS12,PCH_ORCHARD_FARMS_07_12,ORCHARD_ACRES07,ORCHARD_ACRES12,PCH_ORCHARD_ACRES_07_12,ORCHARD_ACRESPTH07,ORCHARD_ACRESPTH12,PCH_ORCHARD_ACRESPTH_07_12,BERRY_FARMS07,BERRY_FARMS12,PCH_BERRY_FARMS_07_12,BERRY_ACRES07,BERRY_ACRES12,PCH_BERRY_ACRES_07_12,BERRY_ACRESPTH07,BERRY_ACRESPTH12,PCH_BERRY_ACRESPTH_07_12,SLHOUSE07,SLHOUSE12,PCH_SLHOUSE_07_12,GHVEG_FARMS07,GHVEG_FARMS12,PCH_GHVEG_FARMS_07_12,GHVEG_SQFT07,GHVEG_SQFT12,PCH_GHVEG_SQFT_07_12,GHVEG_SQFTPTH07,GHVEG_SQFTPTH12,PCH_GHVEG_SQFTPTH_07_12,FOODHUB18,CSA07,CSA12,PCH_CSA_07_12,AGRITRSM_OPS07,AGRITRSM_OPS12,PCH_AGRITRSM_OPS_07_12,AGRITRSM_RCT07,AGRITRSM_RCT12,PCH_AGRITRSM_RCT_07_12,FARM_TO_SCHOOL13,FARM_TO_SCHOOL15
09005,CT,Litchfield,209,288,37.79904306,21.34831461,23.86081193,4.59951917,7.106588017,2181,3289,50.80238423,11.48704876,17.54554426,52.74196732,15,16,6.666666508,0.08026283234,0.08834361285,10.06789875,3,18.75,3,18.75,4,25,4,25,5,31.25,5,31.25,5,31.25,5,31.25,5,31.25,123,146,18.69918699,962,894,7.606263982,5.066731274,5.131898322,1.286175349,123,141,14.63414634,925,740,-20,4.871856994,3.947614094,-18.97105972,53,66,24.52830189,403,468,16.12903226,2.122549588,2.496599184,17.62265524,59,85,44.06779661,120,112,-6.666666667,0.6320246911,0.5974767277,-5.466236341,0,0,0,13,31,138.4615385,62028,122631,97.70265042,326.6935628,654.1890054,100.2454532,,21,35,66.66666667,22,33,50,1895000,717000,-62.16358839,1,1
09007,CT,Middlesex,75,88,17.33333333,19.08396947,16.98841699,8.553799796,7.089573167,4769,3792,-20.48647515,29.05641294,22.91127921,-21.14897576,14,12,-14.28571415,0.08476833999,0.07376354188,-12.98220348,1,8.333333015,4,33.33333206,3,25,5,41.66666794,5,41.66666794,6,50,5,41.66666794,6,50,6,50,44,57,29.54545455,409,351,16.52421652,2.491942314,2.471179641,-0.8331923532,44,57,29.54545455,,,,,,,16,25,56.25,233,270,15.87982833,1.419615059,1.631341083,14.91432646,14,35,150,37,55,48.64864865,0.2254324342,0.3323102207,47.41011947,0,0,0,4,14,250,,116010,,,700.9328854,,1,6,13,116.6666667,7,12,71.42857143,,,,1,1
09009,CT,New Haven,145,151,4.137931034,25.30541012,21.72661871,3.843722622,4.338217915,3466,3671,5.914598961,4.060459373,4.249231122,4.649024441,28,28,0,0.03244913369,0.0326484926,0.6143736243,5,17.8571434,8,28.5714283,6,21.4285717,7,25,11,39.2857132,9,32.1428566,7,25,9,32.1428566,8,28.5714283,116,133,14.65517241,1689,1625,3.938461538,1.978683174,1.955039871,-1.194900923,116,133,14.65517241,1687,1605,-4.860699467,1.976340151,1.857808758,-5.997519846,45,51,13.33333333,787,736,-6.480304956,0.9219796672,0.8519297482,-7.597772654,52,60,15.38461538,83,81,-2.409638554,0.09723546681,0.09375857283,-3.575746684,1,1,0,15,42,180,53560,107476,100.6646751,62.74616389,124.4048935,98.26693108,,16,34,112.5,11,56,409.0909091,354000,1067000,201.4124294,1,1
09011,CT,New London,157,192,22.29299363,19.79823455,20.23182297,2.829160156,3.460631618,3114,4095,31.50289017,11.50482693,14.92379571,29.71768982,17,19,11.76470566,0.0622753948,0.07121866196,14.36083603,4,21.05263138,11,57.89473724,5,26.31579018,8,42.10526276,13,68.42105103,13,68.42105103,13,68.42105103,13,68.42105103,13,68.42105103,79,99,25.3164557,417,432,-3.472222222,1.540627113,1.51971253,-1.357536972,77,99,28.57142857,,,,,,,51,51,0,309,301,-2.588996764,1.141615774,1.096962762,-3.911387148,49,51,4.081632653,153,290,89.54248366,0.565266063,1.056874421,86.96937437,0,0,0,9,26,188.8888889,29804,101480,240.4912092,110.1123512,369.8331596,235.8689152,,18,39,116.6666667,11,34,209.0909091,713000,748000,4.908835905,1,1
09013,CT,Tolland,119,158,32.77310924,24.58677686,27.33564014,3.260319911,3.407189114,1225,1873,52.89795918,8.182048919,12.32772125,50.66789957,8,10,25,0.05270682648,0.06625983119,25.71394539,3,30,7,70,1,10,7,70,7,70,7,70,7,70,7,70,7,70,61,89,45.90163934,1080,988,9.311740891,7.213561496,7.108349678,-1.458528045,61,83,36.06557377,1055,973,-7.772511848,7.046580905,6.404096516,-9.117675628,38,27,-28.94736842,282,258,-8.510638298,1.883541057,1.698105756,-9.845036297,37,61,64.86486486,111,73,-34.23423423,0.7413938204,0.4804717838,-35.19344637,0,0,0,7,6,-14.28571429,10360,11206,8.166023166,69.19675657,73.75570972,6.588391383,,11,7,-36.36363636,9,25,177.7777778,83000,1088000,1210.843373,1,1
09015,CT,Windham,124,190,53.22580645,20.87542088,27.4566474,5.28450165,5.484936216,2098,2425,15.58627264,17.89430589,20.56095369,14.90221422,8,7,-12.5,0.06808220595,0.05981525779,-12.1425972,0,0,0,0,0,0,0,0,1,14.28571415,0,0,0,0,0,0,0,0,63,114,80.95238095,550,349,57.59312321,4.691071611,4.663309084,-0.5918163165,61,112,83.60655738,,329,,,2.789506707,,36,31,-13.88888889,363,363,0,3.096107263,3.077783996,-0.5918163165,42,52,23.80952381,50,68,36,0.4264610556,0.5765545777,35.19512981,3,3,0,5,28,460,,58628,,,497.0917909,,1,11,27,145.4545455,6,20,233.3333333,,,,1,1
10001,DE,Kent,91,60,-34.06593407,11.03030303,6.952491309,0.7357078401,0.388150954,1386,1078,-22.22222222,9.001812053,6.431558788,-28.55262085,3,4,33.33333206,0.0177484341,0.02240268886,26.22346687,2,50,0,0,0,0,0,0,3,75,3,75,3,75,3,75,3,75,54,49,-9.259259259,17281,16962,1.880674449,112.2368789,103.1018251,-8.13908395,43,30,-30.23255814,5562,4717,-15.19237684,36.12415486,28.14254434,-22.09494049,15,6,-60,,,,,,,17,22,29.41176471,35,42,20,0.2273184862,0.2505802125,10.23309926,1,1,0,5,10,100,,68528,,,408.8514477,,,6,10,66.66666667,5,12,140,,,,1,1
10003,DE,New Castle,43,49,13.95348837,12.39193084,13.10160428,0.7373695381,0.6546209319,337,492,45.99406528,0.6351839112,0.9007508088,41.80944966,9,16,77.77777863,0.01641188748,0.02860539779,74.29682159,10,62.5,1,6.25,0,0,0,0,11,68.75,14,87.5,11,68.75,9,56.25,9,56.25,32,32,0,769,767,0.260756193,1.449425601,1.407880837,-2.866291598,31,29,-6.451612903,529,312,-41.02079395,0.9970691069,0.5712078299,-42.71130998,9,8,-11.11111111,,19,,,0.03478509221,,6,12,100,21,22,4.761904762,0.03958119328,0.04027747519,1.759123088,0,0,0,3,10,233.3333333,,12059,,,22.07754879,,,4,10,150,11,13,18.18181818,224000,,,1,1
10005,DE,Sussex,82,70,-14.63414634,5.96797671,5.766062603,0.209908333,0.2964839887,1782,2731,53.25476992,9.517959674,13.43486966,41.15283233,16,17,6.25,0.0775847882,0.07414320856,-4.435894966,5,29.41176414,5,29.41176414,0,0,0,0,12,70.58823395,14,82.35294342,13,76.47058868,14,82.35294342,13,76.47058868,147,141,-4.081632653,22038,22954,-3.990589875,117.7086393,108.4136425,-7.89661398,113,104,-7.96460177,5388,4679,-13.15887157,28.77820804,23.01785249,-20.01638025,8,7,-12.5,,,,,,,24,23,-4.166666667,26,33,26.92307692,0.1388703432,0.1623400581,16.90045149,2,2,0,11,9,-18.18181818,67429,41863,-37.91543698,360.1495527,205.9406622,-42.81801526,,9,2,-77.77777778,8,18,125,,57000,,1,1
11001,DC,District of Columbia,,,,,,,,,,,,,,36,58,61.11111069,0.05534791574,0.08256756514,49.17917633,47,81.03448486,49,84.48275757,35,60.34482574,46,79.31034851,49,84.48275757,50,86.20689392,44,75.86206818,46,79.31034851,44,75.86206818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,2,,,,,,,,,,1,1
12001,FL,Alachua,115,152,32.17391304,7.506527415,9.145607702,0.7374262845,0.6801308857,679,688,1.325478645,2.797865546,2.733749488,-2.291606098,7,8,14.28571415,0.027722992,0.02963445894,6.894879818,4,50,5,62.5,2,25,5,62.5,6,75,6,75,5,62.5,5,62.5,6,75,74,78,5.405405405,3858,2924,31.94254446,15.89715063,15.3296592,-3.569768227,73,76,4.109589041,,2878,,,11.43565556,,146,242,65.75342466,1985,2922,47.20403023,8.179327111,11.61048838,41.94918753,63,109,73.01587302,809,1978,144.499382,3.333539362,7.859529779,135.7713207,0,1,,4,8,100,4432,23956,440.5234657,18.26235655,95.18852143,421.2280308,,11,14,27.27272727,8,23,187.5,82000,145000,76.82926829,1,1
12003,FL,Baker,29,29,0,8.430232558,7.611548556,,0.9046052632,38,143,276.3157895,1.449717687,5.286115629,264.6306918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,45,50,155,233,-33.47639485,5.913322143,5.729705752,-3.105130859,30,38,26.66666667,,138,,,5.101286411,,26,32,23.07692308,102,85,-16.66666667,3.891347474,3.142096703,-19.25427572,1,18,1700,,20,,,0.7393168712,,0,0,0,0,2,,0,,,0,,,,0,0,,0,2,,0,,,1,1
12005,FL,Bay,19,9,-52.63157895,14.28571429,7.826086957,0.6959634122,0.9933774834,35,27,-22.85714286,0.2116786114,0.1570497906,-25.80743535,4,5,25,0.02290872112,0.02698516287,17.7942791,3,60,3,60,0,0,4,80,4,80,4,80,3,60,4,80,4,80,9,6,-33.33333333,19,4,375,0.1149112462,0.1105165193,-3.824453234,9,6,-33.33333333,19,4,-78.94736842,0.1149112462,0.02326663564,-79.75251647,12,7,-41.66666667,64,27,-57.8125,0.3870694608,0.1570497906,-59.42594121,4,5,25,12,,,0.0725755239,,,0,0,0,0,0,,0,0,,0,0,,1,0,0,,0,3,,0,,,0,1
12007,FL,Bradford,30,34,13.33333333,6.263048017,7.234042553,1.020334842,0.3500228276,142,46,-67.6056338,4.926279271,1.695352523,-65.5855377,1,2,100,0.03730925545,0.07211884856,93.30015564,0,0,0,0,0,0,0,0,1,50,1,50,1,50,1,50,1,50,30,17,-43.33333333,193,76,153.9473684,6.695576756,7.113109498,6.235948845,30,15,-50,186,73,-60.75268817,6.452732003,2.690450743,-58.30524588,47,61,29.78723404,223,415,86.09865471,7.736339983,15.29502819,97.70367162,17,16,-5.882352941,52,20,-61.53846154,1.803989592,0.7371097925,-59.14001968,0,0,0,3,0,-100,600,0,-100,20.81526453,0,-100,,2,0,-100,1,6,500,,15000,,0,0
12009,FL,Brevard,81,100,23.45679012,15.25423729,19.49317739,0.5890921554,0.7979822139,275,367,33.45454545,0.5095244007,0.6703257564,31.55910797,6,6,0,0.0109033417,0.01005279366,-7.800801277,1,16.66666603,0,0,0,0,0,0,4,66.66666412,4,66.66666412,4,66.66666412,3,50,4,66.66666412,9,13,44.44444444,,,,,,,8,11,37.5,,112,,,0.2045680782,,220,146,-33.63636364,4799,1358,-71.70243801,8.891663996,2.480387949,-72.10434459,1,14,1300,,76,,,0.1388140531,,0,0,0,0,5,,0,125000,,0,228.3125873,,,4,2,-50,10,6,-40,31000,17000,-45.16129032,1,1
12011,FL,Broward,38,43,13.15789474,6.946983547,6.991869919,0.1530997733,0.2636240931,77,125,62.33766234,0.0447459794,0.06873831105,53.61896638,14,11,-21.4285717,0.007620893419,0.005637383088,-26.02726746,3,27.27272797,0,0,0,0,0,0,8,72.72727203,7,63.63636398,6,54.54545593,7,63.63636398,7,63.63636398,19,19,0,768,,,0.4462975608,0.4223281831,-5.37071671,19,19,0,768,,,0.4462975608,,,66,82,24.24242424,347,200,-42.36311239,0.2016474656,0.1099812977,-45.45862635,1,2,100,,,,,,,3,2,-33.33333333,2,8,300,,,,,,,1,0,4,,2,17,750,,1379000,,1,1
12013,FL,Calhoun,5,14,180,2.066115702,6.422018349,0.3081474177,0.2265975125,50,45,-10,3.515679932,3.05997552,-12.9620563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,125,,222,,,,,4,9,125,,,,,,,12,24,100,77,170,120.7792208,5.414147096,11.55990752,113.5129932,2,4,100,,5,,,0.33999728,,0,0,0,1,2,100,,,,,,,,1,0,-100,1,5,400,,2000,,1,0
12015,FL,Charlotte,18,18,0,7.438016529,6.338028169,0.07931302716,0.03191458497,52,33,-36.53846154,0.3255249089,0.2026641119,-37.74236431,1,3,200,0.00607186649,0.0162163917,167.0742493,1,33.33333206,0,0,0,0,0,0,3,100,3,100,3,100,3,100,3,100,11,10,-9.090909091,3068,3442,-10.86577571,19.20596963,18.84162107,-1.897058914,11,10,-9.090909091,3068,3442,12.19035202,19.20596963,21.138481,10.06203495,55,49,-10.90909091,12564,10549,-16.03788602,78.65182607,64.78496109,-17.63069679,0,4,,0,24,,0,0.1473920814,,0,0,0,0,0,,0,0,,0,0,,1,1,3,200,4,2,-50,106000,,,1,1
12017,FL,Citrus,32,44,37.5,7.785888078,7.871198569,0.562969141,0.6959732974,81,98,20.98765432,0.5745740349,0.7037398748,22.48027791,1,1,0,0.007203054149,0.006759999786,-6.150923729,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,9,7,-22.22222222,25,,,0.1773376651,0.1795254783,1.233699087,9,7,-22.22222222,25,,,0.1773376651,,,23,27,17.39130435,221,210,-4.977375566,1.567664959,1.508014017,-3.805082316,10,23,130,137,216,57.66423358,0.9718104048,1.551100132,59.60933579,0,0,0,0,0,,0,0,,0,0,,,0,0,,1,10,900,,6000,,1,1
12019,FL,Clay,32,39,21.875,8.556149733,9.677419355,,0.6481581506,43,60,39.53488372,0.2333709621,0.308735676,32.29395513,2,1,-50,0.01022259705,0.004628086928,-54.72689819,1,100,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,6,13,116.6666667,15,26,-42.30769231,0.08140847516,0.07718391899,-5.189332153,6,13,116.6666667,,26,,,0.1337854596,,11,11,0,59,66,11.86440678,0.320206669,0.3396092435,6.059391151,2,12,500,,28,,,0.1440766488,,1,1,0,0,7,,0,16875,,0,86.83190886,,,2,0,-100,2,1,-50,,,,0,1
12021,FL,Collier,22,9,-59.09090909,6.832298137,2.821316614,0.640193385,0.05030801328,1785,102,-94.28571429,5.676812843,0.3067530788,-94.59638556,6,9,50,0.01769572124,0.023778826,34.37613297,1,11.11111069,1,11.11111069,0,0,0,0,6,66.66666412,6,66.66666412,6,66.66666412,6,66.66666412,6,66.66666412,25,25,0,12982,13881,-6.47647864,41.28648982,39.04184774,-5.436747214,25,25,0,,,,,,,55,41,-25.45454545,21622,15966,-26.15854223,68.76417216,48.01587898,-30.17311562,0,9,,0,,,0,,,0,0,0,0,1,,0,,,0,,,,0,0,,3,3,0,,,,1,1
12023,FL,Columbia,37,61,64.86486486,3.767820774,6.455026455,,0.09855029749,89,107,20.2247191,1.336256081,1.575591583,17.9109009,1,1,0,0.01483349409,0.01418379322,-4.37995863,0,0,0,0,0,0,0,0,1,100,1,100,1,100,1,100,1,100,33,39,18.18181818,522,541,-3.512014787,7.837367125,7.686530901,-1.924577756,31,38,22.58064516,520,355,-31.73076923,7.807338899,5.227430019,-33.04466366,57,68,19.29824561,381,415,8.923884514,5.720377155,6.110939318,6.827559662,12,31,158.3333333,12,43,258.3333333,0.1801693592,0.6331816642,251.4369297,1,1,0,0,4,,0,14400,,0,212.0422317,,,6,6,0,5,2,-60,5000,,,1,1
12027,FL,DeSoto,69,40,-42.02898551,6.666666667,4.784688995,0.1304972536,0.07666274947,287,152,-47.03832753,8.309928482,4.366812227,-47.45066415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,11,-26.66666667,1567,1205,30.04149378,45.37163043,45.01838658,-0.7785566536,15,11,-26.66666667,1567,,,45.37163043,,,421,185,-56.05700713,52243,47488,-9.101697835,1512.667574,1364.284073,-9.809392615,17,24,41.17647059,58,104,79.31034483,1.679358369,2.987818892,77.91431221,0,0,0,0,1,,0,,,0,,,,3,5,66.66666667,1,0,-100,,0,,1,0
12029,FL,Dixie,13,6,-53.84615385,5.99078341,2.941176471,0.2273543137,0.05232314776,19,10,-47.36842105,1.181371635,0.6226650062,-47.29304582,1,0,,0.06217745319,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,,,,,,,7,9,28.57142857,,,,,,,9,5,-44.44444444,72,42,-41.66666667,4.476776721,2.615193026,-41.58312578,5,2,-60,9,,,0.5595970901,,,0,0,0,0,0,,0,0,,0,0,,,2,0,-100,2,0,-100,,0,,1,1
12031,FL,Duval,34,44,29.41176471,9.164420485,12.5,,0.5322440896,61,86,40.98360656,0.07167759652,0.09762088815,36.19442181,9,10,11.11111069,0.0101583004,0.01052431017,3.603061199,3,30,2,20,2,20,0,0,5,50,4,40,4,40,4,40,4,40,2,8,300,,18,,,,,2,8,300,,18,,,0.02043227891,,25,49,96,218,480,120.1834862,0.2561592794,0.544860771,112.7038975,7,12,71.42857143,18,63,250,0.02115076619,0.0715129762,238.1105704,0,1,,1,0,-100,,0,,,0,,,1,7,600,3,9,200,281000,11000,-96.08540925,0,1
12033,FL,Escambia,63,88,39.68253968,8.689655172,12.07133059,1.267724669,0.7002702385,405,298,-26.41975309,1.36183434,0.9796476556,-28.06410982,4,5,25,0.01304303855,0.01584615372,21.49127388,1,20,1,20,0,0,0,0,2,40,3,60,3,60,3,60,3,60,21,26,23.80952381,122,386,-68.39378238,0.4102315791,0.4010638053,-2.234780122,21,26,23.80952381,122,375,207.3770492,0.4102315791,1.23277809,200.507848,75,104,38.66666667,530,858,61.88679245,1.782153581,2.82059627,58.2689786,23,41,78.26086957,59,116,96.61016949,0.1983906817,0.3813393559,92.21636451,4,3,-25,0,0,,0,0,,0,0,,,2,1,-50,15,21,40,625000,,,1,1
12035,FL,Flagler,4,10,150,4.87804878,8.474576271,0.02276607854,0.1298318088,8,22,175,0.08838216448,0.2231689998,152.5045648,1,2,100,0.01001843438,0.01784646697,78.13628387,1,50,0,0,0,0,0,0,2,100,2,100,2,100,2,100,2,100,10,8,-20,6087,2528,140.7832278,67.2477794,61.74680463,-8.180158247,8,7,-12.5,,,,,,,2,4,100,,6,,,0.06086427267,,1,4,300,,,,,,,0,0,0,0,4,,0,,,0,,,,0,0,,2,1,-50,,,,1,1
12037,FL,Franklin,1,1,0,6.666666667,5,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,2,,0,,,0,,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,,0,0,,0,2,,0,,,0,1
12039,FL,Gadsden,27,22,-18.51851852,7.012987013,5.472636816,0.07706005478,0.1065667144,74,58,-21.62162162,1.613360368,1.245704467,-22.78820702,1,1,0,0.02169668116,0.0217893403,0.4270659983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,38.88888889,1551,871,78.07118255,33.81516123,33.31185567,-1.488402062,18,19,5.555555556,1551,866,-44.1650548,33.81516123,18.59965636,-44.99610328,43,60,39.53488372,200,417,108.5,4.360433427,8.956185567,105.3966817,7,22,214.2857143,6,31,416.6666667,0.1308130028,0.6658075601,408.9765893,0,0,0,2,7,250,,11328,,,243.2989691,,,5,3,-40,2,13,550,,46000,,1,1
12041,FL,Gilchrist,23,26,13.04347826,4.042179262,4.475043029,0.1317334029,0.3797739387,101,337,233.6633663,6.080674293,19.96682071,228.3652397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,22,-12,2992,2685,11.43389199,180.1324503,177.2721886,-1.587865861,23,22,-4.347826087,,,,,,,18,42,133.3333333,81,207,155.5555556,4.876580373,12.26448631,151.4976761,13,26,100,29,43,48.27586207,1.745936183,2.547695225,45.92144028,0,0,0,0,0,,0,0,,0,0,,,3,5,66.66666667,0,5,,0,35000,,1,1
12043,FL,Glades,13,11,-15.38461538,4.180064309,3.32326284,0.1031447425,0.02347021161,88,25,-71.59090909,7.121469612,1.926336878,-72.95029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,,,,,,,3,3,0,,,,,,,26,15,-42.30769231,9569,9549,-0.2090082558,774.3788946,735.7836338,-4.984027972,1,13,1200,,132,,,10.17105871,,0,0,0,1,0,-100,,0,,,0,,,0,0,,3,5,66.66666667,1284000,363000,-71.72897196,0,0
12045,FL,Gulf,2,5,150,3.773584906,14.70588235,,,,,,,,,2,2,0,0.1259366572,0.1237317473,-1.750808716,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,1,1,0,,,,,,,1,1,0,,,,,,,2,3,50,,,,,,,0,0,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,,,0,0,,0,2,,0,,,0,
12047,FL,Hamilton,5,7,40,1.552795031,2.397260274,0.4786016508,0.03957348576,69,18,-73.91304348,4.729590788,1.223823769,-74.12410874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,100,3145,2971,5.856613935,215.5733772,213.8292086,-0.809083492,6,10,66.66666667,,,,,,,1,7,600,,50,,,3.39951047,,4,6,50,32,111,246.875,2.193433409,7.546913244,244.0684916,0,0,0,0,0,,0,0,,0,0,,,0,0,,3,9,200,24000,65000,170.8333333,1,0
12049,FL,Hardee,37,17,-54.05405405,3.422756707,1.731160896,0.08061769537,0.07784773898,187,170,-9.090909091,6.802721088,6.206418167,-8.765652952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,21,-8.695652174,3330,1095,204.109589,121.1393648,121.5727794,0.3577817531,21,21,0,3246,,,118.0835971,,,487,312,-35.93429158,41534,36790,-11.42196754,1510.931645,1343.141908,-11.10505151,6,14,133.3333333,153,280,83.00653595,5.565862709,10.2223358,83.66129994,0,0,0,0,0,,0,0,,0,0,,,1,0,-100,4,4,0,,,,0,
12051,FL,Hendry,18,10,-44.44444444,4.186046512,2.463054187,0.006696873089,0.0274040558,38,137,260.5263158,0.974209096,3.636749754,273.3027919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,5,9852,11234,-12.30194054,252.5765267,261.5274349,3.543840089,19,21,10.52631579,,,,,,,162,101,-37.65432099,114797,100720,-12.26251557,2943.060042,2673.67471,-9.153239425,0,2,,0,,,0,,,0,0,0,1,0,-100,,0,,,0,,,1,0,-100,6,3,-50,,3000,,0,0
12053,FL,Hernando,62,60,-3.225806452,8.072916667,7.509386733,1.572397556,0.8286903167,561,235,-58.11051693,3.30211724,1.358012563,-58.87448978,5,4,-20,0.02879272029,0.02095722035,-27.21347618,1,25,0,0,0,0,1,25,4,100,2,50,2,50,2,50,2,50,10,13,30,131,54,142.5925926,0.7710826353,0.7570197692,-1.823781978,10,13,30,131,,,0.7710826353,,,55,58,5.454545455,933,966,3.536977492,5.491756479,5.582298451,1.648688756,17,36,111.7647059,70,306,337.1428571,0.4120288891,1.76830572,329.1703245,0,1,,0,7,,0,13090,,0,75.64418915,,1,5,6,20,5,37,640,,34000,,1,1
12055,FL,Highlands,32,43,34.375,3.846153846,4.437564499,0.04141078889,0.08047553727,135,220,62.96296296,1.363319633,2.244943774,64.66745731,1,1,0,0.01019492745,0.009485506453,-6.958568573,1,100,0,0,0,0,0,0,1,100,1,100,1,100,0,0,1,100,15,9,-40,1618,,,16.33963827,16.51054103,1.045939713,15,9,-40,1618,,,16.33963827,,,319,228,-28.52664577,56832,46670,-17.8807714,573.9272694,476.2342089,-17.02185377,16,25,56.25,103,60,-41.74757282,1.040162387,0.612257393,-41.13828755,0,0,0,1,0,-100,,0,,,0,,,3,1,-66.66666667,7,4,-42.85714286,140000,31000,-77.85714286,0,1
12057,FL,Hillsborough,221,202,-8.597285068,7.77347872,8.191403082,0.4831838106,0.4882603279,2359,1846,-21.74650276,1.991244937,1.440380273,-27.66433472,12,10,-16.66666603,0.009274831973,0.00695948489,-24.96376228,3,30,0,0,1,10,0,0,7,70,6,60,5,50,6,60,6,60,131,147,12.21374046,12909,14686,-12.09995914,10.89655824,10.07251839,-7.562386568,131,142,8.396946565,,13085,,,10.20984608,,533,287,-46.15384615,13179,7938,-39.76781243,11.12446674,6.193791228,-44.32280329,178,255,43.25842697,6096,9641,58.15288714,5.145667291,7.522592747,46.19275445,3,1,-66.66666667,9,12,33.33333333,338280,356520,5.391982973,285.5440176,278.1822182,-2.578166191,,9,24,166.6666667,15,42,180,132000,289000,118.9393939,1,1
12059,FL,Holmes,34,19,-44.11764706,3.278688525,2.372034956,0.5401362805,0.3112033195,130,90,-30.76923077,6.502926317,4.561581348,-29.85340559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,20,114,127,-10.23622047,5.702566155,5.778003041,1.322858591,20,20,0,113,115,1.769911504,5.652543645,5.828687278,3.116183522,55,41,-25.45454545,389,260,-33.16195373,19.45875644,13.17790167,-32.27778089,11,7,-36.36363636,23,14,-39.13043478,1.150517733,0.7095793208,-38.32521651,0,1,,0,7,,0,21000,,0,1064.368981,,,0,5,,8,9,12.5,27000,18000,-33.33333333,0,0
12061,FL,Indian River,44,24,-45.45454545,10.60240964,5.206073753,0.3439077622,0.06278156844,468,91,-80.55555556,3.477898992,0.6470420933,-81.39560422,3,3,0,0.021139713,0.01905814558,-9.846715927,0,0,0,0,0,0,0,0,1,33.33333206,1,33.33333206,1,33.33333206,1,33.33333206,0,0,16,17,6.25,369,,,2.74218959,2.623720137,-4.320250284,16,17,6.25,369,,,2.74218959,,,179,142,-20.67039106,51666,45095,-12.71822862,383.9511311,320.6413538,-16.4890196,1,4,300,,6,,,0.04266211604,,0,0,0,1,3,200,,10440,,,74.23208191,,,1,5,400,1,6,500,,80000,,1,1
